member_id,age,country,job_title,days_since_signup,login_frequency_30d,resources_downloaded,webinars_attended,forum_posts,profile_completion_pct,events_registered,events_attended,newsletter_opens,avg_session_duration_min,support_tickets_raised,emails_to_support,referral_count,converted
IAASSE_01229,18,India,Manager,439,11,7,2,3,82.1637912713453,7,3,5,42.81233648394288,1,0,1,0
IAASSE_01231,64,Australia,Data Analyst,320,6,6,0,4,72.80888104457979,3,2,11,18.54936321739337,1,0,0,1
IAASSE_01232,19,Canada,Data Analyst,315,6,8,0,3,54.3014120292146,1,0,8,16.363298382222354,0,0,1,0
IAASSE_01233,45,India,Student,609,16,4,2,3,51.8190608077312,1,1,5,18.856543125361647,0,0,0,0
IAASSE_01234,47,India,Data Analyst,121,5,3,0,4,84.42466389975935,4,2,9,12.690096824103271,0,0,1,1
IAASSE_01235,55,Germany,Manager,575,7,5,2,4,70.11398280910936,2,2,5,36.3683362330095,0,1,0,0
IAASSE_01236,21,USA,Student,348,7,7,4,5,91.19225879129893,4,3,6,16.64540061245755,0,2,1,0
IAASSE_01237,18,India,Data Analyst,536,11,2,3,5,34.576367494001666,2,2,9,18.10163172739621,1,1,1,0
IAASSE_01238,25,Germany,Researcher,648,7,3,5,3,16.187917742932733,5,4,9,8.063818616087348,1,0,0,0
IAASSE_01239,46,Germany,Manager,501,10,4,3,5,68.11596636027822,4,2,5,30.6018726058695,0,0,0,1
IAASSE_01240,56,UK,Software Engineer,275,5,10,1,3,97.18949955890483,4,3,4,36.72045322674113,2,1,1,1
IAASSE_01242,49,India,Software Engineer,462,5,6,2,2,41.23170573209148,3,2,7,15.963722435249537,5,0,0,0
IAASSE_01243,27,USA,Student,305,4,1,3,6,37.463463866951905,3,2,7,3.7310726573507234,0,1,0,0
IAASSE_01244,27,Canada,Software Engineer,208,8,7,1,0,95.88657060631193,1,1,6,21.60417000190193,0,0,2,1
IAASSE_01245,36,Nigeria,Software Engineer,509,15,4,0,7,58.4121022015084,2,2,4,15.213342119108797,2,1,0,0
IAASSE_01246,63,USA,Professor,677,8,3,4,1,72.47862804231042,1,1,5,25.778671697730246,1,0,0,0
IAASSE_01247,51,Brazil,Student,722,11,2,0,5,55.78921720805431,4,3,4,26.245399135233704,0,1,0,0
IAASSE_01248,50,Germany,Software Engineer,655,8,5,2,3,93.95493190865184,1,0,6,24.357135033364802,1,0,0,0
IAASSE_01249,40,Germany,Data Analyst,491,4,2,0,5,82.86096452385398,5,1,5,17.158700771764877,0,0,0,0
IAASSE_01250,45,UK,Software Engineer,591,7,6,5,1,83.31670319378341,2,2,4,17.203413666197637,0,1,0,0
IAASSE_01251,49,USA,Student,566,5,3,1,3,57.45118749166775,2,1,8,18.354580859543773,2,1,0,0
IAASSE_01253,46,UK,Manager,484,9,4,0,2,63.01271420585246,7,5,6,57.301957516651605,0,2,0,0
IAASSE_01254,25,India,Software Engineer,494,10,4,0,2,14.865984023389572,1,0,4,20.042962636818636,2,0,0,0
IAASSE_01255,18,UK,Software Engineer,452,6,3,2,3,48.496494611389025,6,6,6,25.65399898783321,1,0,0,0
IAASSE_01256,20,USA,Data Analyst,346,13,3,1,2,96.34992003763718,2,1,6,12.813245732504617,1,0,0,0
IAASSE_01257,41,USA,Data Analyst,537,11,5,1,7,67.03100979726997,1,0,10,3.8913908689436165,0,1,1,1
IAASSE_01258,40,Australia,Software Engineer,618,3,2,2,3,96.07285815541778,4,2,8,15.69515888763776,0,2,2,1
IAASSE_01259,25,Brazil,Consultant,122,14,5,1,4,87.66986663074708,1,1,9,16.240041005147216,2,1,0,0
IAASSE_01261,54,UK,Software Engineer,275,8,5,2,3,80.44120867271222,8,4,3,10.789770948236452,2,0,0,0
IAASSE_01262,20,UK,Software Engineer,643,10,1,3,3,15.522046656756169,2,0,4,17.648727665577365,0,0,0,0
IAASSE_01263,50,Australia,Consultant,122,3,11,3,4,29.165715765233628,2,1,3,67.52202658453265,1,1,0,1
IAASSE_01264,45,Canada,Software Engineer,692,8,6,4,3,98.4123830357637,2,1,6,6.06852608895219,0,2,1,0
IAASSE_01265,64,Nigeria,Software Engineer,699,5,5,3,5,82.10786964862938,7,5,3,25.75212464316403,0,0,3,1
IAASSE_01266,25,Canada,Data Analyst,675,8,4,0,4,56.819164945083735,2,0,3,35.030206381538356,1,0,1,1
IAASSE_01267,51,Canada,Manager,170,10,2,1,3,65.0931154365456,4,2,7,29.585400588998894,0,2,0,0
IAASSE_01268,52,USA,Software Engineer,589,1,8,2,3,27.837668072174793,4,1,4,17.80481863642593,5,0,0,0
IAASSE_01269,49,Brazil,Manager,228,6,7,2,3,22.595542979620884,4,2,4,20.203970287410392,0,1,0,0
IAASSE_01270,41,USA,Manager,132,10,2,1,7,87.72716741287967,2,2,4,17.37354533275144,1,0,0,1
IAASSE_01271,31,USA,Data Analyst,663,7,4,0,5,60.426359242478746,0,0,7,20.6866989059121,0,0,0,0
IAASSE_01272,49,Germany,Researcher,182,8,10,0,1,34.02858744874606,7,6,3,10.228618531068845,0,0,0,0
IAASSE_01273,63,Australia,Manager,670,7,6,1,3,29.434797414138014,1,1,8,13.923191851609678,0,1,0,0
IAASSE_01274,60,Canada,Data Analyst,700,11,6,3,4,99.04583416083454,4,3,6,11.226665622140196,0,0,0,1
IAASSE_01275,33,Canada,Student,381,9,4,3,7,83.83268010769265,3,2,1,23.69967347997241,1,1,0,0
IAASSE_01276,21,India,Student,504,4,10,1,2,43.70300681920488,7,4,10,14.388878820170511,4,2,0,0
IAASSE_01277,54,USA,Software Engineer,91,9,5,3,1,87.82315414819172,2,2,3,16.943132624541583,0,1,0,1
IAASSE_01278,38,India,Data Analyst,389,5,4,3,3,73.79549155715543,3,2,5,20.87492598326985,2,0,0,0
IAASSE_01279,31,Germany,Software Engineer,639,11,2,3,2,49.44829245856202,3,3,4,7.2706587455548295,0,3,1,0
IAASSE_01280,48,Canada,Student,647,6,2,2,2,99.6138167130474,0,0,6,22.077538417676898,1,0,0,0
IAASSE_01281,35,Canada,Consultant,469,11,7,3,7,99.99670516907611,2,1,6,23.67113984438882,1,0,1,1
IAASSE_01282,24,UK,Data Analyst,457,10,5,2,0,50.87693449962922,6,2,7,20.83479502013489,0,1,0,0
IAASSE_01283,27,India,Data Analyst,524,5,4,3,3,74.61515555971394,2,1,8,19.771640692233028,1,2,0,0
IAASSE_01284,24,Canada,Software Engineer,701,3,4,2,6,62.38587479155074,3,2,7,49.5584940247967,0,0,0,0
IAASSE_01285,50,UK,Software Engineer,556,7,2,4,1,19.841083355123338,2,1,6,9.20499178751119,0,0,1,0
IAASSE_01286,40,Australia,Data Analyst,122,9,1,1,2,63.112421363670244,0,0,7,19.564321150636182,0,1,2,0
IAASSE_01287,38,Brazil,Data Analyst,620,9,3,0,2,14.347760647240754,4,3,8,38.687270465800914,1,0,0,0
IAASSE_01289,36,Nigeria,Researcher,224,5,6,2,4,95.7521376679817,3,2,5,36.971080809557954,0,1,1,0
IAASSE_01290,53,UK,Manager,725,12,5,1,4,85.53183538648855,1,1,3,19.396602867691918,1,1,2,1
IAASSE_01291,46,USA,Software Engineer,596,8,6,1,3,84.05079346366854,2,1,2,10.50622908631938,1,2,2,0
IAASSE_01292,35,USA,Researcher,410,10,7,3,3,39.34970771317,2,1,8,19.591898987203535,0,1,0,0
IAASSE_01293,19,Canada,Manager,573,8,6,3,1,98.30971460149625,0,0,9,23.67848615927199,1,1,1,1
IAASSE_01294,18,USA,Student,310,14,8,1,3,56.92225643127643,1,0,7,9.61922189173434,2,0,1,0
IAASSE_01295,64,USA,Freelancer,473,7,7,2,2,94.05155329826597,2,0,6,11.450625666461375,0,0,1,1
IAASSE_01296,22,Nigeria,Consultant,94,4,10,1,2,21.68467204309375,1,1,9,13.154648538146578,3,0,0,0
IAASSE_01298,28,India,Student,314,10,3,0,3,14.611905892799303,2,2,10,18.123645577170898,1,0,1,1
IAASSE_01299,59,USA,Student,440,4,3,1,1,45.074151022504154,3,2,3,16.74765372139243,0,0,0,0
IAASSE_01300,19,USA,Student,170,7,4,4,3,49.251745699158114,1,0,12,8.33505180350469,0,1,0,0
IAASSE_01301,20,USA,Manager,245,9,3,2,1,19.087082359198533,1,1,5,60.041735284375754,0,0,0,0
IAASSE_01302,40,India,Software Engineer,323,6,4,5,3,25.822519631904573,3,2,6,12.326326465890903,0,0,1,0
IAASSE_01303,29,Nigeria,Manager,662,9,5,3,2,60.41900668449889,2,1,4,9.586881506285362,2,1,0,0
IAASSE_01304,37,Canada,Manager,341,12,6,2,1,25.486055960854742,4,2,6,19.830356772717316,0,0,1,0
IAASSE_01307,55,UK,Student,181,10,4,1,5,20.984206243125293,4,2,5,14.657513781437927,0,0,1,0
IAASSE_01308,47,UK,Data Analyst,345,9,4,1,2,50.89680548556099,2,1,5,31.784109923523612,0,0,1,1
IAASSE_01309,26,Germany,Researcher,254,11,7,1,3,50.98826088357858,2,1,6,3.5498195427993706,2,0,0,0
IAASSE_01310,51,Germany,Student,199,10,2,3,1,37.78018134383217,4,3,6,16.836404452288633,1,0,1,0
IAASSE_01311,61,USA,Student,425,9,3,2,3,85.14736296943126,5,3,6,15.97682509002472,1,0,0,0
IAASSE_01312,52,USA,Consultant,331,7,2,7,4,93.72152210449343,6,4,5,18.925596095641495,1,2,0,0
IAASSE_01313,39,Brazil,Researcher,312,7,7,3,2,56.702688258129044,4,1,5,17.815065919556353,2,0,0,0
IAASSE_01314,61,USA,Data Analyst,210,10,6,3,9,73.73878829925391,2,1,6,20.688304818867877,1,0,0,1
IAASSE_01315,41,USA,Researcher,129,8,8,2,2,21.48275152836014,5,2,6,23.558643251121154,1,0,1,0
IAASSE_01316,34,USA,Manager,576,5,8,0,4,83.15259783220483,2,2,4,8.874092007299716,0,1,0,0
IAASSE_01317,27,USA,Data Analyst,453,5,2,4,5,15.124806641441404,1,0,5,59.49274186884978,0,0,0,0
IAASSE_01318,47,UK,Student,719,7,8,1,3,67.2489112165218,2,1,8,9.410272064156807,0,1,0,0
IAASSE_01319,63,India,Professor,497,7,4,5,1,95.78045125497245,7,5,4,30.433061096007847,1,0,0,1
IAASSE_01320,40,UK,Data Analyst,439,6,5,2,1,60.051302643432855,6,2,5,11.435698295717591,0,1,0,0
IAASSE_01321,49,Canada,Student,630,11,4,0,4,63.17696872648456,4,1,3,26.578738878260822,0,2,1,0
IAASSE_01322,34,Germany,Software Engineer,134,10,2,6,6,47.712256543375915,2,2,4,8.166346866995823,1,1,0,0
IAASSE_01323,34,Canada,Manager,554,7,9,3,5,82.10309742923455,0,0,4,0.6677095223454073,0,0,1,0
IAASSE_01325,26,Nigeria,Data Analyst,511,7,3,3,2,91.69523453946218,4,2,5,11.338808140121836,1,0,0,0
IAASSE_01326,57,USA,Data Analyst,121,8,2,1,2,95.83319366222787,2,1,4,38.490837907271846,2,0,0,0
IAASSE_01327,19,India,Freelancer,422,9,6,1,4,85.40774387623341,5,1,3,19.552569550996843,0,0,0,0
IAASSE_01328,62,Canada,Student,229,5,3,2,6,88.6045578122338,5,3,10,24.691570717681508,1,0,0,0
IAASSE_01329,42,Brazil,Software Engineer,642,10,5,1,4,76.10329541181017,2,1,4,12.736567081660146,1,1,0,0
IAASSE_01330,56,Canada,Professor,509,9,6,1,1,25.96591814501743,4,3,7,26.53485390435291,1,0,1,0
IAASSE_01331,26,Brazil,Student,678,13,7,4,3,43.634083491837714,2,1,9,28.164009266390618,1,0,1,1
IAASSE_01332,39,India,Freelancer,102,6,6,1,3,29.966613180894047,4,4,5,31.561809349660187,1,0,0,1
IAASSE_01333,60,USA,Professor,113,7,3,3,0,22.760328322215827,5,4,8,19.72977440234866,1,0,0,0
IAASSE_01334,63,Australia,Consultant,638,6,7,1,2,91.10101659462771,3,1,6,23.378497931060945,1,0,1,1
IAASSE_01335,21,Brazil,Data Analyst,619,8,6,1,3,55.52938844440022,5,2,1,40.9342880523269,1,2,0,0
IAASSE_01336,43,Nigeria,Researcher,621,12,7,0,3,92.83759954410594,3,2,6,22.63175243831913,1,1,0,0
IAASSE_01337,46,USA,Manager,684,8,7,1,3,42.04388254322713,1,0,4,38.52077307961896,1,1,1,0
IAASSE_01338,62,Germany,Freelancer,704,14,5,1,3,84.90557003302041,5,5,3,12.751104392961391,1,2,1,0
IAASSE_01340,40,USA,Manager,499,5,3,3,5,86.8377949804614,7,4,10,49.387993057049954,2,1,0,0
IAASSE_01342,28,USA,Student,185,8,3,3,8,56.66305718559003,3,0,8,37.48511925709512,0,0,1,0
IAASSE_01343,23,India,Software Engineer,449,11,9,1,4,90.97632495155801,8,3,4,17.947290003046238,0,0,0,0
IAASSE_01344,35,UK,Manager,555,12,6,2,2,16.727679322967436,3,3,3,6.776444803759994,1,1,0,0
IAASSE_01345,38,India,Software Engineer,207,11,5,1,2,80.0412459146741,3,2,9,14.421488103221742,2,0,0,1
IAASSE_01347,53,UK,Freelancer,686,8,3,1,2,80.93930709576146,2,2,4,6.201277961877663,1,0,1,0
IAASSE_01348,58,USA,Software Engineer,269,8,5,2,3,44.26433494685188,1,1,0,40.92373107461674,0,0,1,0
IAASSE_01349,55,USA,Researcher,139,10,7,4,0,94.03013612944355,5,0,6,10.204113485111417,0,0,1,0
IAASSE_01350,51,USA,Data Analyst,350,8,2,3,0,48.15411400690029,6,4,7,24.27713674799775,1,0,0,0
IAASSE_01351,34,USA,Software Engineer,182,6,7,1,1,79.74137095545866,3,1,9,18.690050083111114,3,0,0,0
IAASSE_01352,54,Australia,Researcher,397,9,2,1,3,64.04791305843372,3,2,4,18.271323853428413,2,0,0,0
IAASSE_01354,55,Canada,Software Engineer,207,6,1,1,0,6.3644832497806085,1,0,6,9.637965982505023,3,0,0,0
IAASSE_01356,40,Nigeria,Student,220,5,3,4,2,51.73333364375665,5,5,9,6.597879020571056,2,0,1,1
IAASSE_01357,59,Nigeria,Data Analyst,313,8,11,0,5,82.58920227808481,4,3,7,34.668372100528664,1,0,0,0
IAASSE_01358,39,Canada,Software Engineer,550,9,2,0,4,77.18701680366638,3,3,8,57.01763175925819,0,1,0,0
IAASSE_01359,38,UK,Student,566,10,9,2,3,93.13524549879166,1,1,11,28.790801880947612,1,1,0,1
IAASSE_01360,44,USA,Data Analyst,333,7,2,1,3,53.99759457522249,1,1,8,5.712118950894707,0,0,0,0
IAASSE_01361,48,Brazil,Software Engineer,205,9,5,1,5,96.17567845744797,2,2,8,26.01869729990684,0,0,0,0
IAASSE_01362,23,USA,Student,607,6,5,3,2,81.22372250639032,2,2,9,12.011601522637342,1,1,0,1
IAASSE_01363,44,UK,Data Analyst,115,6,4,4,5,29.32913458416045,4,4,3,28.437646650217232,3,0,1,1
IAASSE_01364,57,UK,Software Engineer,297,11,3,0,3,47.61298297110361,3,2,9,25.220735677052293,1,0,1,1
IAASSE_01365,51,UK,Software Engineer,114,9,3,3,3,91.93093818347774,4,2,5,2.276854131095187,1,2,0,0
IAASSE_01366,29,USA,Professor,414,6,6,1,2,60.19256227805987,5,4,6,8.84189311388042,1,1,0,0
IAASSE_01367,62,India,Researcher,558,7,3,1,5,59.65154818459122,3,3,7,4.985991851279861,2,1,0,0
IAASSE_01369,27,Germany,Professor,118,6,4,2,2,98.96107097597114,1,0,3,2.0716447713142863,0,1,0,0
IAASSE_01370,62,USA,Manager,301,10,8,3,1,41.055095204125976,2,1,8,35.96701406269282,2,1,1,0
IAASSE_01371,34,USA,Data Analyst,586,11,3,3,3,93.55725397000249,5,4,6,26.3106436552898,4,1,1,1
IAASSE_01372,43,Nigeria,Student,195,8,5,2,2,89.64914212213844,7,1,5,8.94861575793023,1,0,0,0
IAASSE_01373,38,USA,Researcher,727,6,4,2,3,47.849964841171214,2,2,3,9.615234544939623,1,1,0,0
IAASSE_01375,63,Australia,Manager,580,5,5,0,3,80.92300177058694,5,3,3,23.521458178920906,1,0,0,0
IAASSE_01376,19,USA,Manager,471,7,4,4,2,53.8881411033219,4,2,4,42.032196002369055,0,0,0,1
IAASSE_01377,60,Brazil,Researcher,264,13,7,2,5,79.50949110550162,0,0,9,4.700227605499635,1,0,0,0
IAASSE_01378,18,USA,Freelancer,652,11,7,1,7,93.68826111730655,6,4,5,24.174836383165168,1,1,0,0
IAASSE_01379,53,Nigeria,Software Engineer,640,11,6,3,3,89.07250360863934,5,3,7,46.960284607496874,2,1,1,0
IAASSE_01380,43,USA,Student,337,7,6,2,2,98.5919590096568,1,1,9,41.29748586096589,4,1,0,0
IAASSE_01381,46,Nigeria,Consultant,507,5,6,3,6,23.009895492564354,2,1,3,21.024965913971606,2,0,0,0
IAASSE_01382,38,USA,Data Analyst,689,5,3,1,3,44.17502539576509,3,2,10,31.51659753812855,0,0,0,0
IAASSE_01383,28,Canada,Manager,216,7,10,3,1,67.6199926423478,1,0,8,15.638009014513193,3,1,2,0
IAASSE_01384,57,India,Freelancer,95,6,4,1,2,78.93492659306334,1,1,8,4.2992374498661325,1,1,0,0
IAASSE_01385,28,Brazil,Researcher,685,9,8,3,2,64.63668884473108,2,0,9,19.918094656486183,0,0,1,0
IAASSE_01387,56,India,Software Engineer,244,4,6,2,4,50.441524216955315,4,2,6,24.459832889762477,1,1,0,0
IAASSE_01388,57,Nigeria,Data Analyst,342,8,6,2,3,95.54452412541434,5,2,9,36.35755803188554,1,0,0,0
IAASSE_01390,51,UK,Researcher,559,9,5,3,4,42.45252741465036,5,4,2,13.767963267663259,0,1,0,1
IAASSE_01391,64,UK,Manager,506,6,4,0,4,41.625511650273886,5,5,6,19.15872109254464,0,2,0,1
IAASSE_01392,41,UK,Researcher,547,8,6,1,4,82.78693319479432,2,0,8,3.2245046999778273,0,0,1,0
IAASSE_01393,39,UK,Student,475,7,5,2,1,39.55649547761125,5,1,5,30.20819391886629,1,1,0,0
IAASSE_01394,22,Australia,Software Engineer,598,17,1,4,2,43.01215322094588,4,2,7,13.951332853518286,1,0,0,0
IAASSE_01396,53,Germany,Software Engineer,118,5,4,2,5,70.20271991600298,4,2,8,28.054474302973645,0,0,0,0
IAASSE_01397,64,USA,Software Engineer,307,7,3,4,1,89.14291630528166,3,3,7,12.600254329857883,0,1,1,1
IAASSE_01398,37,UK,Manager,96,14,8,0,1,34.32635994825184,2,1,5,15.59266153593002,1,1,1,0
IAASSE_01399,36,Canada,Researcher,235,10,11,3,5,54.03615308630725,6,1,5,6.1748024621207165,0,0,0,0
IAASSE_01400,52,India,Software Engineer,156,11,5,1,4,43.959195621891105,2,1,5,9.742352066484095,0,1,0,0
IAASSE_01401,60,India,Consultant,144,12,4,3,2,69.93103531018596,3,2,6,8.982945732689279,2,2,0,1
IAASSE_01402,34,Germany,Student,141,16,4,3,4,80.57507320228619,5,3,7,47.68315521075283,0,1,0,0
IAASSE_01403,62,USA,Freelancer,463,6,7,2,5,96.81164002795383,1,1,5,26.653693967323516,1,0,0,0
IAASSE_01404,60,Australia,Student,607,7,4,4,6,56.560267258297806,2,1,9,3.656899834113368,0,2,1,0
IAASSE_01405,51,USA,Student,500,5,5,2,4,87.04014923603029,5,3,7,19.9228236877249,0,0,0,0
IAASSE_01406,26,UK,Consultant,533,8,4,2,7,47.89165402454476,5,3,4,32.13466210791858,2,0,0,0
IAASSE_01407,43,Canada,Data Analyst,339,11,11,2,4,40.4430906586001,5,2,7,14.131864668780933,0,0,0,1
IAASSE_01408,19,USA,Manager,368,3,7,1,1,25.69455156715349,2,1,5,22.250637228336334,0,0,0,0
IAASSE_01409,26,UK,Manager,180,9,8,0,2,94.39870239956551,2,2,9,20.37789496303617,0,0,0,0
IAASSE_01410,26,Brazil,Consultant,608,7,8,0,5,88.6682525012999,6,1,8,3.3417369758494293,0,2,0,0
IAASSE_01411,57,Brazil,Freelancer,219,10,2,3,3,34.26935886537329,1,1,5,25.41806043684084,1,0,0,0
IAASSE_01412,34,UK,Data Analyst,349,11,3,0,4,99.99947282016224,4,3,4,10.19664269407604,2,0,0,0
IAASSE_01415,60,UK,Software Engineer,684,5,5,3,4,73.28790943455462,4,2,6,25.977327884937054,3,1,0,0
IAASSE_01416,57,Brazil,Consultant,530,8,4,2,5,53.798734587127214,3,2,9,19.519113521053608,0,0,0,0
IAASSE_01417,59,USA,Data Analyst,222,11,9,2,5,70.77913362347165,3,2,6,34.181457327873765,0,0,0,1
IAASSE_01418,42,India,Software Engineer,595,10,9,3,7,93.08827531715393,0,0,4,10.39027799981107,4,0,0,0
IAASSE_01419,56,USA,Software Engineer,630,7,6,1,4,30.966163388837824,1,1,5,24.624738060516638,0,2,0,0
IAASSE_01420,52,Brazil,Researcher,584,15,5,3,3,96.88686390711622,5,3,4,6.889213289426198,0,2,1,0
IAASSE_01421,20,UK,Freelancer,700,4,6,1,5,43.36636193859695,3,2,3,20.195850366258256,0,0,0,0
IAASSE_01422,54,India,Student,429,8,7,0,1,13.20445038204866,2,1,8,42.748406888495786,1,1,0,0
IAASSE_01423,61,UK,Software Engineer,722,8,11,1,5,86.0951781221501,4,4,4,41.39044988906532,2,0,0,1
IAASSE_01424,61,Germany,Consultant,429,7,5,3,2,89.01477996734593,2,2,9,2.571060915037969,1,1,0,0
IAASSE_01425,47,USA,Software Engineer,377,8,8,3,4,70.345012405924,3,2,5,23.738107081388375,1,0,0,1
IAASSE_01426,55,USA,Student,212,10,3,2,1,46.75184335010205,3,2,3,40.03421428387452,0,0,0,0
IAASSE_01427,51,Brazil,Software Engineer,292,4,2,1,1,85.96523171744492,2,1,10,13.83178050476874,2,0,0,0
IAASSE_01428,29,Nigeria,Data Analyst,111,7,4,5,1,90.06101871201825,3,2,7,7.218045363367731,2,1,0,0
IAASSE_01429,36,Nigeria,Student,694,12,5,1,2,94.49776299083172,2,2,8,3.7757707440642454,2,0,0,0
IAASSE_01430,54,Germany,Consultant,729,11,4,1,6,54.76531699652962,2,1,4,19.91594024812817,3,0,0,0
IAASSE_01431,61,India,Software Engineer,549,8,4,2,4,74.81374375992505,7,5,9,30.539541433075485,0,0,0,0
IAASSE_01432,34,USA,Professor,248,12,2,2,2,75.02771563083574,1,0,5,16.714775063759983,0,1,1,0
IAASSE_01433,27,UK,Manager,497,5,5,1,6,99.10645885542925,4,1,4,8.96165490859482,2,1,0,1
IAASSE_01434,64,UK,Researcher,671,5,11,2,1,26.488438283698656,3,1,5,26.0028472993079,1,0,1,0
IAASSE_01435,29,Germany,Student,714,8,7,2,1,25.044935545044893,4,4,9,18.482788850421407,1,0,0,0
IAASSE_01436,33,UK,Software Engineer,504,4,2,3,3,66.43864052198148,2,1,4,18.070475615867764,2,0,0,0
IAASSE_01437,41,USA,Student,441,10,7,3,2,46.717733000509305,3,1,9,10.4217424800255,0,0,0,0
IAASSE_01438,36,Australia,Professor,490,12,6,1,5,85.44565570135192,2,0,6,12.078625256041873,2,1,0,0
IAASSE_01439,25,India,Student,453,10,6,1,5,59.96605266414655,3,2,7,10.669155610533117,2,0,0,0
IAASSE_01440,48,UK,Data Analyst,390,13,11,1,1,51.81511248293867,2,2,8,36.13367737575709,1,0,0,1
IAASSE_01441,38,USA,Software Engineer,516,10,4,1,2,85.2188369866079,2,1,7,13.426154053338674,1,0,0,1
IAASSE_01442,34,USA,Data Analyst,176,6,3,2,5,87.7849119120042,2,1,8,61.392164240455514,1,0,1,1
IAASSE_01443,40,USA,Data Analyst,329,6,4,6,2,88.31868092420272,3,2,8,7.738311825556572,2,0,1,1
IAASSE_01444,54,UK,Software Engineer,480,8,1,0,2,98.7741170337836,1,0,7,14.351718085132122,0,1,0,0
IAASSE_01445,33,Germany,Student,238,4,6,0,1,71.51381007408314,3,2,7,53.272452153231235,0,2,0,0
IAASSE_01446,23,Australia,Student,702,13,4,2,4,69.04186322687484,3,3,5,13.278851338739353,2,0,0,0
IAASSE_01447,25,Germany,Data Analyst,365,8,3,3,4,65.99966874761742,1,1,3,5.8221879672216215,1,0,0,0
IAASSE_01448,42,UK,Manager,281,5,7,2,5,83.25583809049503,5,2,11,19.35540175012949,1,0,0,1
IAASSE_01450,42,USA,Software Engineer,183,8,4,5,2,41.14064341546943,2,1,5,14.583049218921975,0,0,1,0
IAASSE_01452,32,India,Data Analyst,716,15,0,2,3,62.12968145992922,3,3,7,17.37690785874076,0,0,0,0
IAASSE_01454,58,USA,Student,669,9,4,0,3,77.42151427555098,4,1,8,19.153033338306813,2,1,0,0
IAASSE_01455,62,Nigeria,Researcher,485,12,2,2,3,89.43186520242288,3,2,7,55.43463495806797,0,2,1,0
IAASSE_01456,43,UK,Consultant,274,6,5,1,7,87.59415527456696,3,3,6,9.122965511730701,1,1,0,1
IAASSE_01457,64,Germany,Manager,603,12,4,2,1,32.47396154084063,3,2,5,33.09085214255563,0,1,0,0
IAASSE_01459,27,Germany,Data Analyst,139,8,4,2,5,26.88118190265165,2,1,3,11.16052681947208,0,2,0,0
IAASSE_01460,33,UK,Researcher,372,7,4,4,0,62.93576345213678,5,3,7,6.324436455208308,1,0,0,0
IAASSE_01462,34,Australia,Manager,334,15,2,2,1,76.64502523302245,2,2,3,3.5391647753179205,0,0,0,0
IAASSE_01463,40,USA,Researcher,104,3,5,3,3,38.79851780968615,3,2,8,56.47123107745248,3,0,0,0
IAASSE_01464,43,UK,Manager,591,7,2,2,3,73.03005946410993,5,0,5,4.8015870737571005,0,1,0,0
IAASSE_01465,38,USA,Student,333,5,6,3,4,77.9400999007652,1,0,9,16.33918446126048,0,3,0,0
IAASSE_01466,39,USA,Researcher,548,5,1,1,4,58.35861799348254,0,0,5,14.874096699134585,1,0,0,0
IAASSE_01467,24,UK,Researcher,131,7,1,2,3,80.10131980130843,1,0,4,19.78204943949271,0,1,0,0
IAASSE_01468,31,USA,Consultant,216,4,2,2,1,74.97871721764422,2,2,5,14.77907883387553,1,0,0,0
IAASSE_01469,32,Nigeria,Student,139,11,5,3,2,97.55814380628361,2,1,10,31.010913073786355,1,1,0,1
IAASSE_01470,24,USA,Student,509,6,5,4,2,90.38477629789507,4,2,5,19.414090566393064,1,0,2,0
IAASSE_01471,26,Canada,Data Analyst,163,4,9,1,4,76.88708506137942,2,1,7,15.013466487343843,1,2,2,1
IAASSE_01472,25,USA,Student,565,9,2,2,3,91.01699983078578,3,3,9,9.310533849724582,1,0,1,0
IAASSE_01473,40,UK,Software Engineer,388,6,3,3,4,99.6097590809085,4,1,8,11.300295237352607,0,0,1,0
IAASSE_01475,35,USA,Software Engineer,601,7,8,2,5,61.600883787744934,4,3,13,9.213892423742799,1,0,0,1
IAASSE_01476,48,Brazil,Consultant,425,6,6,2,0,90.90675822524464,8,5,8,8.147267116096634,3,0,1,0
IAASSE_01477,47,USA,Student,478,3,5,3,4,48.803813911513345,3,1,7,7.284047142968325,1,2,0,0
IAASSE_01478,56,India,Student,240,9,3,1,3,56.17625665094042,4,0,6,16.570982414178292,0,0,2,0
IAASSE_01479,52,Australia,Student,578,10,7,4,7,62.007880446423016,4,1,8,3.0732180268938496,0,0,0,0
IAASSE_01480,35,Nigeria,Data Analyst,460,10,3,4,5,92.51575750997962,4,2,2,11.028719341051668,0,1,2,1
IAASSE_01481,59,Australia,Professor,706,8,4,1,3,32.8081284444485,0,0,7,30.641077049038895,1,0,1,0
IAASSE_01482,56,Australia,Student,576,9,5,4,4,58.00656143308177,2,2,5,26.75062784882602,0,0,0,0
IAASSE_01483,34,USA,Researcher,168,5,1,3,5,31.635675890366095,2,2,7,37.52932134402991,1,1,0,1
IAASSE_01484,31,USA,Software Engineer,307,3,3,3,3,47.80927689907212,4,4,6,13.635017634416338,0,1,0,0
IAASSE_01485,48,Nigeria,Professor,312,12,3,3,1,83.4126509703717,2,1,6,20.752725174856646,0,0,0,0
IAASSE_01487,52,UK,Data Analyst,277,12,4,0,3,40.650181840485274,3,2,7,22.121325308389814,0,0,1,0
IAASSE_01488,61,India,Student,427,8,4,1,1,36.10626306786398,4,3,5,30.136505219288033,1,1,0,0
